What objects that satisfy the following statement : (subject : Transcend Information | relation : CompanyHasParentOrganisation | objects : ?)
What objects that satisfy the following statement : (subject : Pregolya | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Kara Darya | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Alagón River | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Šventoji | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Hrazdan River | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Hongshui River | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Kamchatka River | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Mazā Jugla | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Yaqui River | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Shkumbin | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Ill | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Mekong River | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Logone River | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Hari River | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Yantra | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Amazon | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Utroya River | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Oka | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Ogre River | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Senegal River | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Donets | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Nile | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Brahmaputra River | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Bārta | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Olt River | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Prahova River | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Pará River | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : River Shannon | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Prut | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Aiviekste River | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Yenisey | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Iecava River | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Hii River | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Munzur River | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Orange River | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Rioni | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Yellow River | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Big Sioux River | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Amu Darya | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Irkut | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Abava River | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Katun | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Kafue River | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : South Para River | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Liffey | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Cubolta | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Ishikari River | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Tone River | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Huai River | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Gunnison River | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Aare | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Česma | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Whitemouth River | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Tekezé River | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Dordogne | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Bērze | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Nagara River | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Răut | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Someș River | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Gambia River | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Tocantins River | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Vorotan River | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Pededze | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Volta River | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Hron | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Siret River | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Þjórsá | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Naab | relation : RiverBasinsCountry | objects : ?)
